county,year,CAUSE,sex,ageG,Ndeaths,YLL,pop,US2000POP
California,2014,Z02,Female,65 - 74,1,27.86,1518467.69685517,18136
California,2014,Z02,Female,75 - 84,0,0,831065.88964002,12315
California,2014,Z02,Female,85 - 999,3,26.529999999999998,445748.0775684477,4259
California,2014,Z02,Total,0 - 4,3,275.82,2513571.2266298602,18987
California,2014,Z02,Total,15 - 24,0,0,5587319.31666659,38077
California,2014,Z02,Total,25 - 34,0,0,5536183.9278664,37233
California,2014,Z02,Total,35 - 44,1,48.25,5185177.4662458,44659
California,2014,Z02,Total,45 - 54,1,41.38,5256282.4187358,37030
California,2014,Z02,Total,5 - 14,0,0,5076020.70147403,39977
California,2014,Z02,Total,55 - 64,4,130.64,4568424.35964063,23961
California,2014,Z02,Total,65 - 74,6,148.39,2850344.43723174,18136
California,2014,Z02,Total,75 - 84,1,18.62,1470460.749100128,12315
California,2014,Z02,Total,85 - 999,3,26.529999999999998,695625.3963666252,4259
California,2014,Z03,Male,0 - 4,0,0,1282117.1420720401,18987
California,2014,Z03,Male,15 - 24,1,68.08,2885970.2755891,38077
California,2014,Z03,Male,25 - 34,3,182.36,2849990.6912586,37233
California,2014,Z03,Male,35 - 44,1,51.21,2605472.82509948,44659
California,2014,Z03,Male,45 - 54,7,311.25,2620053.7923233,37030
California,2014,Z03,Male,5 - 14,1,84.02,2594308.72244623,39977
California,2014,Z03,Male,55 - 64,15,497.56,2214713.15367891,23961
California,2014,Z03,Male,65 - 74,7,165.06,1331876.74037657,18136
California,2014,Z03,Male,75 - 84,4,60.980000000000004,639394.859460108,12315
California,2014,Z03,Male,85 - 999,6,50.18,249877.3187981775,4259
California,2014,Z03,Female,0 - 4,0,0,1231454.08455782,18987
California,2014,Z03,Female,15 - 24,0,0,2701349.04107749,38077
California,2014,Z03,Female,25 - 34,1,58.14,2686193.2366078,37233
California,2014,Z03,Female,35 - 44,1,57.15,2579704.64114632,44659
California,2014,Z03,Female,45 - 54,6,255.16,2636228.6264125,37030
California,2014,Z03,Female,5 - 14,0,0,2481711.9790278,39977
California,2014,Z03,Female,55 - 64,11,380.5,2353711.20596172,23961
California,2014,Z03,Female,65 - 74,3,70.45,1518467.69685517,18136
California,2014,Z03,Female,75 - 84,6,91.71000000000001,831065.88964002,12315
California,2014,Z03,Female,85 - 999,3,27.119999999999997,445748.0775684477,4259
California,2014,Z03,Total,0 - 4,0,0,2513571.2266298602,18987
California,2014,Z03,Total,15 - 24,1,68.08,5587319.31666659,38077
California,2014,Z03,Total,25 - 34,4,240.5,5536183.9278664,37233
California,2014,Z03,Total,35 - 44,2,108.36,5185177.4662458,44659
California,2014,Z03,Total,45 - 54,13,566.41,5256282.4187358,37030
California,2014,Z03,Total,5 - 14,1,84.02,5076020.70147403,39977
California,2014,Z03,Total,55 - 64,26,878.06,4568424.35964063,23961
California,2014,Z03,Total,65 - 74,10,235.51,2850344.43723174,18136
California,2014,Z03,Total,75 - 84,10,152.69,1470460.749100128,12315
California,2014,Z03,Total,85 - 999,9,77.3,695625.3963666252,4259
California,2015,0,Male,0 - 4,1367,125320.12,1286508.44237739,18987
California,2015,0,Male,15 - 24,2241,160176.4,2867914.3095306,38077
California,2015,0,Male,25 - 34,3365,210449.5,2862053.8774267,37233
California,2015,0,Male,35 - 44,4439,232161.73,2610328.43629372,44659
California,2015,0,Male,45 - 54,9990,420868.59,2624479.43166624,37030
California,2015,0,Male,5 - 14,289,23700.19,2590091.0668619,39977
California,2015,0,Male,55 - 64,20280,665686.97,2274939.20150442,23961
California,2015,0,Male,65 - 74,25297,596956.59,1402530.1357992,18136
California,2015,0,Male,75 - 84,29884,438813.89,654687.385951686,12315
California,2015,0,Male,85 - 999,34334,263090.73,258171.3139369661,4259
California,2015,0,Female,0 - 4,1118,102457.51,1236098.2828526,18987
California,2015,0,Female,15 - 24,732,52488.68,2688709.2050163,38077
California,2015,0,Female,25 - 34,1315,81898.51,2695450.3086035,37233
California,2015,0,Female,35 - 44,2421,125956.44,2580921.84044745,44659
California,2015,0,Female,45 - 54,6308,265285.86,2639532.1864496,37030
California,2015,0,Female,5 - 14,191,15671.41,2480409.80664569,39977
California,2015,0,Female,55 - 64,12633,414090.77,2410080.6048211,23961
California,2015,0,Female,65 - 74,18969,444740.95,1595696.44443348,18136
California,2015,0,Female,75 - 84,28298,411236.38,846629.59131603,12315
California,2015,0,Female,85 - 999,53036,377365.6,454577.128046259,4259
California,2015,0,Total,0 - 4,2490,228237.33,2522606.72522999,18987
California,2015,0,Total,15 - 24,2973,212665.08,5556623.5145469,38077
California,2015,0,Total,25 - 34,4680,292348.01,5557504.1860302,37233
California,2015,0,Total,35 - 44,6860,358118.17,5191250.27674117,44659
California,2015,0,Total,45 - 54,16298,686154.45,5264011.61811584,37030
California,2015,0,Total,5 - 14,480,39371.6,5070500.87350759,39977
California,2015,0,Total,55 - 64,32913,1079777.74,4685019.80632552,23961
California,2015,0,Total,65 - 74,44266,1041697.5399999999,2998226.58023268,18136
California,2015,0,Total,75 - 84,58182,850050.2700000001,1501316.977267716,12315
California,2015,0,Total,85 - 999,87370,640456.33,712748.441983225,4259
California,2015,A,Male,0 - 4,641,58912.33,1286508.44237739,18987
California,2015,A,Male,15 - 24,25,1768.6399999999999,2867914.3095306,38077
California,2015,A,Male,25 - 34,89,5537.98,2862053.8774267,37233
California,2015,A,Male,35 - 44,233,12155.34,2610328.43629372,44659
California,2015,A,Male,45 - 54,572,24176.29,2624479.43166624,37030
California,2015,A,Male,5 - 14,13,1087.33,2590091.0668619,39977
California,2015,A,Male,55 - 64,1063,35155.04,2274939.20150442,23961
California,2015,A,Male,65 - 74,1100,26142.47,1402530.1357992,18136
California,2015,A,Male,75 - 84,1327,19407.45,654687.385951686,12315
California,2015,A,Male,85 - 999,1847,13726.81,258171.3139369661,4259
California,2015,A,Female,0 - 4,564,51826.15,1236098.2828526,18987
California,2015,A,Female,15 - 24,27,1912.71,2688709.2050163,38077
California,2015,A,Female,25 - 34,63,3897.25,2695450.3086035,37233
California,2015,A,Female,35 - 44,118,6155.94,2580921.84044745,44659
California,2015,A,Female,45 - 54,287,11983.82,2639532.1864496,37030
California,2015,A,Female,5 - 14,12,984.34,2480409.80664569,39977
California,2015,A,Female,55 - 64,598,19569.34,2410080.6048211,23961
California,2015,A,Female,65 - 74,855,20043.68,1595696.44443348,18136
California,2015,A,Female,75 - 84,1296,18666.68,846629.59131603,12315
California,2015,A,Female,85 - 999,2531,17771.98,454577.128046259,4259
California,2015,A,Total,0 - 4,1207,110922.36,2522606.72522999,18987
California,2015,A,Total,15 - 24,52,3681.35,5556623.5145469,38077
California,2015,A,Total,25 - 34,152,9435.23,5557504.1860302,37233
California,2015,A,Total,35 - 44,351,18311.28,5191250.27674117,44659
California,2015,A,Total,45 - 54,859,36160.11,5264011.61811584,37030
California,2015,A,Total,5 - 14,25,2071.67,5070500.87350759,39977
California,2015,A,Total,55 - 64,1661,54724.38,4685019.80632552,23961
California,2015,A,Total,65 - 74,1955,46186.15,2998226.58023268,18136
California,2015,A,Total,75 - 84,2623,38074.13,1501316.977267716,12315
California,2015,A,Total,85 - 999,4378,31498.79,712748.441983225,4259
California,2015,A01,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A01,Male,15 - 24,0,0,2867914.3095306,38077
California,2015,A01,Male,25 - 34,3,184.35,2862053.8774267,37233
California,2015,A01,Male,35 - 44,5,260.03,2610328.43629372,44659
California,2015,A01,Male,45 - 54,9,378.37,2624479.43166624,37030
California,2015,A01,Male,5 - 14,0,0,2590091.0668619,39977
California,2015,A01,Male,55 - 64,7,233.42,2274939.20150442,23961
California,2015,A01,Male,65 - 74,11,274.46999999999997,1402530.1357992,18136
California,2015,A01,Male,75 - 84,8,111.69,654687.385951686,12315
California,2015,A01,Male,85 - 999,11,89.78999999999999,258171.3139369661,4259
California,2015,A01,Female,0 - 4,0,0,1236098.2828526,18987
California,2015,A01,Female,15 - 24,0,0,2688709.2050163,38077
California,2015,A01,Female,25 - 34,0,0,2695450.3086035,37233
California,2015,A01,Female,35 - 44,1,49.24,2580921.84044745,44659
California,2015,A01,Female,45 - 54,2,78.87,2639532.1864496,37030
California,2015,A01,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A01,Female,55 - 64,7,218.99,2410080.6048211,23961
California,2015,A01,Female,65 - 74,8,186.41,1595696.44443348,18136
California,2015,A01,Female,75 - 84,8,114.53,846629.59131603,12315
California,2015,A01,Female,85 - 999,5,38.379999999999995,454577.128046259,4259
California,2015,A01,Total,0 - 4,0,0,2522606.72522999,18987
California,2015,A01,Total,15 - 24,0,0,5556623.5145469,38077
California,2015,A01,Total,25 - 34,3,184.35,5557504.1860302,37233
California,2015,A01,Total,35 - 44,6,309.27,5191250.27674117,44659
California,2015,A01,Total,45 - 54,11,457.24,5264011.61811584,37030
California,2015,A01,Total,5 - 14,0,0,5070500.87350759,39977
California,2015,A01,Total,55 - 64,14,452.40999999999997,4685019.80632552,23961
California,2015,A01,Total,65 - 74,19,460.88,2998226.58023268,18136
California,2015,A01,Total,75 - 84,16,226.22,1501316.977267716,12315
California,2015,A01,Total,85 - 999,16,128.17,712748.441983225,4259
California,2015,A02,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A02,Male,15 - 24,3,210.20999999999998,2867914.3095306,38077
California,2015,A02,Male,25 - 34,38,2365.25,2862053.8774267,37233
California,2015,A02,Male,35 - 44,104,5406.34,2610328.43629372,44659
California,2015,A02,Male,45 - 54,190,8048.37,2624479.43166624,37030
California,2015,A02,Male,5 - 14,0,0,2590091.0668619,39977
California,2015,A02,Male,55 - 64,178,5991.7,2274939.20150442,23961
California,2015,A02,Male,65 - 74,73,1782.21,1402530.1357992,18136
California,2015,A02,Male,75 - 84,20,313.44,654687.385951686,12315
California,2015,A02,Male,85 - 999,3,23.53,258171.3139369661,4259
California,2015,A02,Female,0 - 4,0,0,1236098.2828526,18987
California,2015,A02,Female,15 - 24,1,69.07,2688709.2050163,38077
California,2015,A02,Female,25 - 34,7,419.89,2695450.3086035,37233
California,2015,A02,Female,35 - 44,19,971.08,2580921.84044745,44659
California,2015,A02,Female,45 - 54,27,1150.74,2639532.1864496,37030
California,2015,A02,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A02,Female,55 - 64,31,1048.04,2410080.6048211,23961
California,2015,A02,Female,65 - 74,15,367.1,1595696.44443348,18136
California,2015,A02,Female,75 - 84,2,28.85,846629.59131603,12315
California,2015,A02,Female,85 - 999,4,27.97,454577.128046259,4259
California,2015,A02,Total,0 - 4,0,0,2522606.72522999,18987
California,2015,A02,Total,15 - 24,4,279.28,5556623.5145469,38077
California,2015,A02,Total,25 - 34,45,2785.14,5557504.1860302,37233
California,2015,A02,Total,35 - 44,123,6377.42,5191250.27674117,44659
California,2015,A02,Total,45 - 54,217,9199.11,5264011.61811584,37030
California,2015,A02,Total,5 - 14,0,0,5070500.87350759,39977
California,2015,A02,Total,55 - 64,209,7039.74,4685019.80632552,23961
California,2015,A02,Total,65 - 74,88,2149.31,2998226.58023268,18136
California,2015,A02,Total,75 - 84,22,342.29,1501316.977267716,12315
California,2015,A02,Total,85 - 999,7,51.5,712748.441983225,4259
California,2015,A02a,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A02a,Male,15 - 24,0,0,2867914.3095306,38077
California,2015,A02a,Male,25 - 34,0,0,2862053.8774267,37233
California,2015,A02a,Male,35 - 44,1,49.24,2610328.43629372,44659
California,2015,A02a,Male,45 - 54,0,0,2624479.43166624,37030
California,2015,A02a,Male,5 - 14,0,0,2590091.0668619,39977
California,2015,A02a,Male,55 - 64,1,36.52,2274939.20150442,23961
California,2015,A02a,Male,65 - 74,0,0,1402530.1357992,18136
California,2015,A02a,Male,75 - 84,0,0,654687.385951686,12315
California,2015,A02a,Male,85 - 999,0,0,258171.3139369661,4259
California,2015,A02a,Female,0 - 4,0,0,1236098.2828526,18987
California,2015,A02a,Female,15 - 24,0,0,2688709.2050163,38077
California,2015,A02a,Female,25 - 34,1,62.11,2695450.3086035,37233
California,2015,A02a,Female,35 - 44,0,0,2580921.84044745,44659
California,2015,A02a,Female,45 - 54,0,0,2639532.1864496,37030
California,2015,A02a,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A02a,Female,55 - 64,1,35.55,2410080.6048211,23961
California,2015,A02a,Female,65 - 74,6,148.32,1595696.44443348,18136
California,2015,A02a,Female,75 - 84,0,0,846629.59131603,12315
California,2015,A02a,Female,85 - 999,4,27.97,454577.128046259,4259
California,2015,A02a,Total,0 - 4,0,0,2522606.72522999,18987
California,2015,A02a,Total,15 - 24,0,0,5556623.5145469,38077
California,2015,A02a,Total,25 - 34,1,62.11,5557504.1860302,37233
California,2015,A02a,Total,35 - 44,1,49.24,5191250.27674117,44659
California,2015,A02a,Total,45 - 54,0,0,5264011.61811584,37030
California,2015,A02a,Total,5 - 14,0,0,5070500.87350759,39977
California,2015,A02a,Total,55 - 64,2,72.07,4685019.80632552,23961
California,2015,A02a,Total,65 - 74,6,148.32,2998226.58023268,18136
California,2015,A02a,Total,75 - 84,0,0,1501316.977267716,12315
California,2015,A02a,Total,85 - 999,4,27.97,712748.441983225,4259
California,2015,A02b,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A02b,Male,15 - 24,3,210.20999999999998,2867914.3095306,38077
California,2015,A02b,Male,25 - 34,38,2365.25,2862053.8774267,37233
California,2015,A02b,Male,35 - 44,103,5357.1,2610328.43629372,44659
California,2015,A02b,Male,45 - 54,190,8048.37,2624479.43166624,37030
California,2015,A02b,Male,5 - 14,0,0,2590091.0668619,39977
California,2015,A02b,Male,55 - 64,177,5955.18,2274939.20150442,23961
California,2015,A02b,Male,65 - 74,73,1782.21,1402530.1357992,18136
California,2015,A02b,Male,75 - 84,20,313.44,654687.385951686,12315
California,2015,A02b,Male,85 - 999,3,23.53,258171.3139369661,4259
California,2015,A02b,Female,0 - 4,0,0,1236098.2828526,18987
California,2015,A02b,Female,15 - 24,1,69.07,2688709.2050163,38077
California,2015,A02b,Female,25 - 34,6,357.78000000000003,2695450.3086035,37233
California,2015,A02b,Female,35 - 44,19,971.08,2580921.84044745,44659
California,2015,A02b,Female,45 - 54,27,1150.74,2639532.1864496,37030
California,2015,A02b,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A02b,Female,55 - 64,30,1012.49,2410080.6048211,23961
California,2015,A02b,Female,65 - 74,9,218.78,1595696.44443348,18136
California,2015,A02b,Female,75 - 84,2,28.85,846629.59131603,12315
California,2015,A02b,Female,85 - 999,0,0,454577.128046259,4259
California,2015,A02b,Total,0 - 4,0,0,2522606.72522999,18987
California,2015,A02b,Total,15 - 24,4,279.28,5556623.5145469,38077
California,2015,A02b,Total,25 - 34,44,2723.03,5557504.1860302,37233
California,2015,A02b,Total,35 - 44,122,6328.18,5191250.27674117,44659
California,2015,A02b,Total,45 - 54,217,9199.11,5264011.61811584,37030
California,2015,A02b,Total,5 - 14,0,0,5070500.87350759,39977
California,2015,A02b,Total,55 - 64,207,6967.67,4685019.80632552,23961
California,2015,A02b,Total,65 - 74,82,2000.99,2998226.58023268,18136
California,2015,A02b,Total,75 - 84,22,342.29,1501316.977267716,12315
California,2015,A02b,Total,85 - 999,3,23.53,712748.441983225,4259
California,2015,A04,Male,0 - 4,2,183.88,1286508.44237739,18987
California,2015,A04,Male,15 - 24,0,0,2867914.3095306,38077
California,2015,A04,Male,25 - 34,2,124.22999999999999,2862053.8774267,37233
California,2015,A04,Male,35 - 44,2,105.39,2610328.43629372,44659
California,2015,A04,Male,45 - 54,5,204.97,2624479.43166624,37030
California,2015,A04,Male,5 - 14,2,167.05,2590091.0668619,39977
California,2015,A04,Male,55 - 64,8,268.02,2274939.20150442,23961
California,2015,A04,Male,65 - 74,9,217.92,1402530.1357992,18136
California,2015,A04,Male,75 - 84,2,26.61,654687.385951686,12315
California,2015,A04,Male,85 - 999,1,6.55,258171.3139369661,4259
California,2015,A04,Female,0 - 4,5,457.77,1236098.2828526,18987
California,2015,A04,Female,15 - 24,0,0,2688709.2050163,38077
California,2015,A04,Female,25 - 34,1,67.08,2695450.3086035,37233
California,2015,A04,Female,35 - 44,1,53.19,2580921.84044745,44659
California,2015,A04,Female,45 - 54,7,305.4,2639532.1864496,37030
California,2015,A04,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A04,Female,55 - 64,4,131.6,2410080.6048211,23961
California,2015,A04,Female,65 - 74,7,165.92000000000002,1595696.44443348,18136
California,2015,A04,Female,75 - 84,3,36.410000000000004,846629.59131603,12315
California,2015,A04,Female,85 - 999,1,10.7,454577.128046259,4259
California,2015,A04,Total,0 - 4,7,641.65,2522606.72522999,18987
California,2015,A04,Total,15 - 24,0,0,5556623.5145469,38077
California,2015,A04,Total,25 - 34,3,191.31,5557504.1860302,37233
California,2015,A04,Total,35 - 44,3,158.57999999999998,5191250.27674117,44659
California,2015,A04,Total,45 - 54,12,510.37,5264011.61811584,37030
California,2015,A04,Total,5 - 14,2,167.05,5070500.87350759,39977
California,2015,A04,Total,55 - 64,12,399.62,4685019.80632552,23961
California,2015,A04,Total,65 - 74,16,383.84,2998226.58023268,18136
California,2015,A04,Total,75 - 84,5,63.02,1501316.977267716,12315
California,2015,A04,Total,85 - 999,2,17.25,712748.441983225,4259
California,2015,A05,Male,0 - 4,1,91,1286508.44237739,18987
California,2015,A05,Male,15 - 24,2,142.13,2867914.3095306,38077
California,2015,A05,Male,25 - 34,1,59.13,2862053.8774267,37233
California,2015,A05,Male,35 - 44,1,49.24,2610328.43629372,44659
California,2015,A05,Male,45 - 54,1,46.28,2624479.43166624,37030
California,2015,A05,Male,5 - 14,1,87.02,2590091.0668619,39977
California,2015,A05,Male,55 - 64,4,126.78999999999999,2274939.20150442,23961
California,2015,A05,Male,65 - 74,2,49.14,1402530.1357992,18136
California,2015,A05,Male,75 - 84,5,76.23,654687.385951686,12315
California,2015,A05,Male,85 - 999,8,60.73,258171.3139369661,4259
California,2015,A05,Female,0 - 4,1,91,1236098.2828526,18987
California,2015,A05,Female,15 - 24,1,68.08,2688709.2050163,38077
California,2015,A05,Female,25 - 34,0,0,2695450.3086035,37233
California,2015,A05,Female,35 - 44,1,51.21,2580921.84044745,44659
California,2015,A05,Female,45 - 54,3,128.06,2639532.1864496,37030
California,2015,A05,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A05,Female,55 - 64,3,99.9,2410080.6048211,23961
California,2015,A05,Female,65 - 74,2,41.709999999999994,1595696.44443348,18136
California,2015,A05,Female,75 - 84,6,81.98,846629.59131603,12315
California,2015,A05,Female,85 - 999,6,46.57,454577.128046259,4259
California,2015,A05,Total,0 - 4,2,182,2522606.72522999,18987
California,2015,A05,Total,15 - 24,3,210.20999999999998,5556623.5145469,38077
California,2015,A05,Total,25 - 34,1,59.13,5557504.1860302,37233
California,2015,A05,Total,35 - 44,2,100.45,5191250.27674117,44659
California,2015,A05,Total,45 - 54,4,174.34,5264011.61811584,37030
California,2015,A05,Total,5 - 14,1,87.02,5070500.87350759,39977
California,2015,A05,Total,55 - 64,7,226.69,4685019.80632552,23961
California,2015,A05,Total,65 - 74,4,90.85,2998226.58023268,18136
California,2015,A05,Total,75 - 84,11,158.21,1501316.977267716,12315
California,2015,A05,Total,85 - 999,14,107.3,712748.441983225,4259
California,2015,A06,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A06,Male,15 - 24,0,0,2867914.3095306,38077
California,2015,A06,Male,25 - 34,6,374.65999999999997,2862053.8774267,37233
California,2015,A06,Male,35 - 44,24,1237.05,2610328.43629372,44659
California,2015,A06,Male,45 - 54,152,6397.49,2624479.43166624,37030
California,2015,A06,Male,5 - 14,0,0,2590091.0668619,39977
California,2015,A06,Male,55 - 64,365,12057.85,2274939.20150442,23961
California,2015,A06,Male,65 - 74,164,4067.38,1402530.1357992,18136
California,2015,A06,Male,75 - 84,65,992.32,654687.385951686,12315
California,2015,A06,Male,85 - 999,12,102.55,258171.3139369661,4259
California,2015,A06,Female,0 - 4,0,0,1236098.2828526,18987
California,2015,A06,Female,15 - 24,0,0,2688709.2050163,38077
California,2015,A06,Female,25 - 34,3,193.29000000000002,2695450.3086035,37233
California,2015,A06,Female,35 - 44,7,361.46,2580921.84044745,44659
California,2015,A06,Female,45 - 54,65,2680.41,2639532.1864496,37030
California,2015,A06,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A06,Female,55 - 64,161,5291.94,2410080.6048211,23961
California,2015,A06,Female,65 - 74,107,2605.4,1595696.44443348,18136
California,2015,A06,Female,75 - 84,64,975.69,846629.59131603,12315
California,2015,A06,Female,85 - 999,18,174.54999999999998,454577.128046259,4259
California,2015,A06,Total,0 - 4,0,0,2522606.72522999,18987
California,2015,A06,Total,15 - 24,0,0,5556623.5145469,38077
California,2015,A06,Total,25 - 34,9,567.95,5557504.1860302,37233
California,2015,A06,Total,35 - 44,31,1598.51,5191250.27674117,44659
California,2015,A06,Total,45 - 54,217,9077.9,5264011.61811584,37030
California,2015,A06,Total,5 - 14,0,0,5070500.87350759,39977
California,2015,A06,Total,55 - 64,526,17349.79,4685019.80632552,23961
California,2015,A06,Total,65 - 74,271,6672.78,2998226.58023268,18136
California,2015,A06,Total,75 - 84,129,1968.01,1501316.977267716,12315
California,2015,A06,Total,85 - 999,30,277.1,712748.441983225,4259
California,2015,A06a,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A06a,Male,15 - 24,0,0,2867914.3095306,38077
California,2015,A06a,Male,25 - 34,1,64.1,2862053.8774267,37233
California,2015,A06a,Male,35 - 44,5,259.04,2610328.43629372,44659
California,2015,A06a,Male,45 - 54,7,307.34000000000003,2624479.43166624,37030
California,2015,A06a,Male,5 - 14,0,0,2590091.0668619,39977
California,2015,A06a,Male,55 - 64,22,724.3,2274939.20150442,23961
California,2015,A06a,Male,65 - 74,17,414.45,1402530.1357992,18136
California,2015,A06a,Male,75 - 84,12,176.94,654687.385951686,12315
California,2015,A06a,Male,85 - 999,2,15.16,258171.3139369661,4259
California,2015,A06a,Female,0 - 4,0,0,1236098.2828526,18987
California,2015,A06a,Female,15 - 24,0,0,2688709.2050163,38077
California,2015,A06a,Female,25 - 34,0,0,2695450.3086035,37233
California,2015,A06a,Female,35 - 44,1,52.2,2580921.84044745,44659
California,2015,A06a,Female,45 - 54,1,43.34,2639532.1864496,37030
California,2015,A06a,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A06a,Female,55 - 64,8,250.68,2410080.6048211,23961
California,2015,A06a,Female,65 - 74,9,201.06,1595696.44443348,18136
California,2015,A06a,Female,75 - 84,10,158.1,846629.59131603,12315
California,2015,A06a,Female,85 - 999,1,10.7,454577.128046259,4259
California,2015,A06a,Total,0 - 4,0,0,2522606.72522999,18987
California,2015,A06a,Total,15 - 24,0,0,5556623.5145469,38077
California,2015,A06a,Total,25 - 34,1,64.1,5557504.1860302,37233
California,2015,A06a,Total,35 - 44,6,311.24,5191250.27674117,44659
California,2015,A06a,Total,45 - 54,8,350.68,5264011.61811584,37030
California,2015,A06a,Total,5 - 14,0,0,5070500.87350759,39977
California,2015,A06a,Total,55 - 64,30,974.98,4685019.80632552,23961
California,2015,A06a,Total,65 - 74,26,615.51,2998226.58023268,18136
California,2015,A06a,Total,75 - 84,22,335.04,1501316.977267716,12315
California,2015,A06a,Total,85 - 999,3,25.86,712748.441983225,4259
California,2015,A06b,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A06b,Male,15 - 24,0,0,2867914.3095306,38077
California,2015,A06b,Male,25 - 34,5,310.56,2862053.8774267,37233
California,2015,A06b,Male,35 - 44,19,978.01,2610328.43629372,44659
California,2015,A06b,Male,45 - 54,145,6090.15,2624479.43166624,37030
California,2015,A06b,Male,5 - 14,0,0,2590091.0668619,39977
California,2015,A06b,Male,55 - 64,342,11304.73,2274939.20150442,23961
California,2015,A06b,Male,65 - 74,146,3626.02,1402530.1357992,18136
California,2015,A06b,Male,75 - 84,53,815.38,654687.385951686,12315
California,2015,A06b,Male,85 - 999,10,87.39,258171.3139369661,4259
California,2015,A06b,Female,0 - 4,0,0,1236098.2828526,18987
California,2015,A06b,Female,15 - 24,0,0,2688709.2050163,38077
California,2015,A06b,Female,25 - 34,3,193.29000000000002,2695450.3086035,37233
California,2015,A06b,Female,35 - 44,6,309.26,2580921.84044745,44659
California,2015,A06b,Female,45 - 54,64,2637.07,2639532.1864496,37030
California,2015,A06b,Female,5 - 14,0,0,2480409.80664569,39977
California,2015,A06b,Female,55 - 64,153,5041.26,2410080.6048211,23961
California,2015,A06b,Female,65 - 74,98,2404.34,1595696.44443348,18136
California,2015,A06b,Female,75 - 84,53,803.1800000000001,846629.59131603,12315
California,2015,A06b,Female,85 - 999,17,163.85,454577.128046259,4259
California,2015,A06b,Total,0 - 4,0,0,2522606.72522999,18987
California,2015,A06b,Total,15 - 24,0,0,5556623.5145469,38077
California,2015,A06b,Total,25 - 34,8,503.85,5557504.1860302,37233
California,2015,A06b,Total,35 - 44,25,1287.27,5191250.27674117,44659
California,2015,A06b,Total,45 - 54,209,8727.22,5264011.61811584,37030
California,2015,A06b,Total,5 - 14,0,0,5070500.87350759,39977
California,2015,A06b,Total,55 - 64,495,16345.99,4685019.80632552,23961
California,2015,A06b,Total,65 - 74,244,6030.36,2998226.58023268,18136
California,2015,A06b,Total,75 - 84,106,1618.56,1501316.977267716,12315
California,2015,A06b,Total,85 - 999,27,251.24,712748.441983225,4259
California,2015,A07,Male,0 - 4,18,1647.19,1286508.44237739,18987
California,2015,A07,Male,15 - 24,8,562.53,2867914.3095306,38077
California,2015,A07,Male,25 - 34,23,1437.54,2862053.8774267,37233
California,2015,A07,Male,35 - 44,41,2139.34,2610328.43629372,44659
California,2015,A07,Male,45 - 54,105,4459.16,2624479.43166624,37030
California,2015,A07,Male,5 - 14,6,497.15999999999997,2590091.0668619,39977
California,2015,A07,Male,55 - 64,250,8204.57,2274939.20150442,23961
California,2015,A07,Male,65 - 74,471,10976.02,1402530.1357992,18136
California,2015,A07,Male,75 - 84,795,11541.33,654687.385951686,12315
California,2015,A07,Male,85 - 999,1276,9359.1,258171.3139369661,4259
California,2015,A07,Female,0 - 4,21,1918.2,1236098.2828526,18987
California,2015,A07,Female,15 - 24,4,286.24,2688709.2050163,38077
California,2015,A07,Female,25 - 34,10,627.1,2695450.3086035,37233
California,2015,A07,Female,35 - 44,34,1742.27,2580921.84044745,44659
California,2015,A07,Female,45 - 54,73,3012.48,2639532.1864496,37030
California,2015,A07,Female,5 - 14,5,420.12,2480409.80664569,39977
California,2015,A07,Female,55 - 64,191,6136.85,2410080.6048211,23961
California,2015,A07,Female,65 - 74,386,8976.68,1595696.44443348,18136
California,2015,A07,Female,75 - 84,731,10465.6,846629.59131603,12315
California,2015,A07,Female,85 - 999,1742,11986.119999999999,454577.128046259,4259
California,2015,A07,Total,0 - 4,39,3565.39,2522606.72522999,18987
California,2015,A07,Total,15 - 24,12,848.77,5556623.5145469,38077
California,2015,A07,Total,25 - 34,33,2064.64,5557504.1860302,37233
California,2015,A07,Total,35 - 44,75,3881.61,5191250.27674117,44659
California,2015,A07,Total,45 - 54,178,7471.64,5264011.61811584,37030
California,2015,A07,Total,5 - 14,11,917.28,5070500.87350759,39977
California,2015,A07,Total,55 - 64,441,14341.42,4685019.80632552,23961
California,2015,A07,Total,65 - 74,857,19952.7,2998226.58023268,18136
California,2015,A07,Total,75 - 84,1526,22006.93,1501316.977267716,12315
California,2015,A07,Total,85 - 999,3018,21345.22,712748.441983225,4259
California,2015,A08,Male,0 - 4,0,0,1286508.44237739,18987
California,2015,A08,Male,15 - 24,0,0,2867914.3095306,38077
