county,year,CAUSE,sex,ageG,Ndeaths,YLL,pop,US2000POP
California,2011,D02,Total,25 - 34,101,6306.19,5403641.5929676,37233
California,2011,D02,Total,35 - 44,140,7291.56,5167882.44669574,44659
California,2011,D02,Total,45 - 54,265,11220.02,5256391.69080236,37030
California,2011,D02,Total,5 - 14,32,2625.9,5064820.53991981,39977
California,2011,D02,Total,55 - 64,422,13945.52,4231785.05192368,23961
California,2011,D02,Total,65 - 74,457,10687.24,2397556.43101442,18136
California,2011,D02,Total,75 - 84,598,8777.960000000001,1390660.457741481,12315
California,2011,D02,Total,85 - 999,755,5683.25,635806.5824554767,4259
California,2011,D03,Male,0 - 4,1,88.02,1290053.21697485,18987
California,2011,D03,Male,15 - 24,8,573.48,2903570.2950372,38077
California,2011,D03,Male,25 - 34,2,116.28,2769854.118638,37233
California,2011,D03,Male,35 - 44,10,517.08,2596896.34930262,44659
California,2011,D03,Male,45 - 54,8,341.87,2615444.60700456,37030
California,2011,D03,Male,5 - 14,0,0,2587901.25081545,39977
California,2011,D03,Male,55 - 64,12,392.88,2044592.49423177,23961
California,2011,D03,Male,65 - 74,17,400.73,1113879.33419834,18136
California,2011,D03,Male,75 - 84,8,116.22,596272.433378603,12315
California,2011,D03,Male,85 - 999,21,162.78,224258.284716273,4259
California,2011,D03,Female,0 - 4,1,88.02,1234839.26269303,18987
California,2011,D03,Female,15 - 24,3,219.17000000000002,2697946.4318506,38077
California,2011,D03,Female,25 - 34,0,0,2633787.4743296,37233
California,2011,D03,Female,35 - 44,6,303.34000000000003,2570986.09739312,44659
California,2011,D03,Female,45 - 54,18,784.0600000000001,2640947.0837978,37030
California,2011,D03,Female,5 - 14,0,0,2476919.28910436,39977
California,2011,D03,Female,55 - 64,5,158.47,2187192.55769191,23961
California,2011,D03,Female,65 - 74,8,191.94,1283677.09681608,18136
California,2011,D03,Female,75 - 84,25,344.32,794388.024362878,12315
California,2011,D03,Female,85 - 999,46,309.86,411548.2977392038,4259
California,2011,D03,Total,0 - 4,2,176.04,2524892.47966788,18987
California,2011,D03,Total,15 - 24,11,792.65,5601516.7268878,38077
California,2011,D03,Total,25 - 34,2,116.28,5403641.5929676,37233
California,2011,D03,Total,35 - 44,16,820.42,5167882.44669574,44659
California,2011,D03,Total,45 - 54,26,1125.93,5256391.69080236,37030
California,2011,D03,Total,5 - 14,0,0,5064820.53991981,39977
California,2011,D03,Total,55 - 64,17,551.35,4231785.05192368,23961
California,2011,D03,Total,65 - 74,25,592.67,2397556.43101442,18136
California,2011,D03,Total,75 - 84,33,460.54,1390660.457741481,12315
California,2011,D03,Total,85 - 999,67,472.64,635806.5824554767,4259
California,2011,D04,Male,0 - 4,5,459.7,1290053.21697485,18987
California,2011,D04,Male,15 - 24,218,15425.05,2903570.2950372,38077
California,2011,D04,Male,25 - 34,442,27666.71,2769854.118638,37233
California,2011,D04,Male,35 - 44,493,25728.93,2596896.34930262,44659
California,2011,D04,Male,45 - 54,913,38906.69,2615444.60700456,37030
California,2011,D04,Male,5 - 14,2,165.06,2587901.25081545,39977
California,2011,D04,Male,55 - 64,640,21794.97,2044592.49423177,23961
California,2011,D04,Male,65 - 74,152,3793.74,1113879.33419834,18136
California,2011,D04,Male,75 - 84,55,835.7,596272.433378603,12315
California,2011,D04,Male,85 - 999,16,146.62,224258.284716273,4259
California,2011,D04,Female,0 - 4,2,180.95,1234839.26269303,18987
California,2011,D04,Female,15 - 24,62,4384.97,2697946.4318506,38077
California,2011,D04,Female,25 - 34,120,7420.79,2633787.4743296,37233
California,2011,D04,Female,35 - 44,262,13660.28,2570986.09739312,44659
California,2011,D04,Female,45 - 54,496,21023.13,2640947.0837978,37030
California,2011,D04,Female,5 - 14,3,236.11,2476919.28910436,39977
California,2011,D04,Female,55 - 64,345,11770.04,2187192.55769191,23961
California,2011,D04,Female,65 - 74,82,2037.67,1283677.09681608,18136
California,2011,D04,Female,75 - 84,20,288.14,794388.024362878,12315
California,2011,D04,Female,85 - 999,14,122.39999999999999,411548.2977392038,4259
California,2011,D04,Total,0 - 4,7,640.65,2524892.47966788,18987
California,2011,D04,Total,15 - 24,280,19810.02,5601516.7268878,38077
California,2011,D04,Total,25 - 34,562,35087.5,5403641.5929676,37233
California,2011,D04,Total,35 - 44,755,39389.21,5167882.44669574,44659
California,2011,D04,Total,45 - 54,1409,59929.82,5256391.69080236,37030
California,2011,D04,Total,5 - 14,5,401.17,5064820.53991981,39977
California,2011,D04,Total,55 - 64,985,33565.01,4231785.05192368,23961
California,2011,D04,Total,65 - 74,234,5831.41,2397556.43101442,18136
California,2011,D04,Total,75 - 84,75,1123.84,1390660.457741481,12315
California,2011,D04,Total,85 - 999,30,269.02,635806.5824554767,4259
California,2011,D04a,Male,0 - 4,1,91.94,1290053.21697485,18987
California,2011,D04a,Male,15 - 24,15,1057,2903570.2950372,38077
California,2011,D04a,Male,25 - 34,44,2743.92,2769854.118638,37233
California,2011,D04a,Male,35 - 44,107,5564.89,2596896.34930262,44659
California,2011,D04a,Male,45 - 54,254,10794.1,2615444.60700456,37030
California,2011,D04a,Male,5 - 14,0,0,2587901.25081545,39977
California,2011,D04a,Male,55 - 64,188,6387.96,2044592.49423177,23961
California,2011,D04a,Male,65 - 74,83,2034.3,1113879.33419834,18136
California,2011,D04a,Male,75 - 84,40,607.4,596272.433378603,12315
California,2011,D04a,Male,85 - 999,9,81.2,224258.284716273,4259
California,2011,D04a,Female,0 - 4,0,0,1234839.26269303,18987
California,2011,D04a,Female,15 - 24,2,141.13,2697946.4318506,38077
California,2011,D04a,Female,25 - 34,10,619.15,2633787.4743296,37233
California,2011,D04a,Female,35 - 44,31,1607.39,2570986.09739312,44659
California,2011,D04a,Female,45 - 54,73,3113.2400000000002,2640947.0837978,37030
California,2011,D04a,Female,5 - 14,0,0,2476919.28910436,39977
California,2011,D04a,Female,55 - 64,62,2113.65,2187192.55769191,23961
California,2011,D04a,Female,65 - 74,23,545.26,1283677.09681608,18136
California,2011,D04a,Female,75 - 84,7,97.45,794388.024362878,12315
California,2011,D04a,Female,85 - 999,5,45.54,411548.2977392038,4259
California,2011,D04a,Total,0 - 4,1,91.94,2524892.47966788,18987
California,2011,D04a,Total,15 - 24,17,1198.1299999999999,5601516.7268878,38077
California,2011,D04a,Total,25 - 34,54,3363.07,5403641.5929676,37233
California,2011,D04a,Total,35 - 44,138,7172.28,5167882.44669574,44659
California,2011,D04a,Total,45 - 54,327,13907.34,5256391.69080236,37030
California,2011,D04a,Total,5 - 14,0,0,5064820.53991981,39977
California,2011,D04a,Total,55 - 64,250,8501.61,4231785.05192368,23961
California,2011,D04a,Total,65 - 74,106,2579.56,2397556.43101442,18136
California,2011,D04a,Total,75 - 84,47,704.85,1390660.457741481,12315
California,2011,D04a,Total,85 - 999,14,126.74,635806.5824554767,4259
California,2011,D04b,Male,0 - 4,0,0,1290053.21697485,18987
California,2011,D04b,Male,15 - 24,184,13024.82,2903570.2950372,38077
California,2011,D04b,Male,25 - 34,343,21489.69,2769854.118638,37233
California,2011,D04b,Male,35 - 44,285,14919.3,2596896.34930262,44659
California,2011,D04b,Male,45 - 54,477,20369.760000000002,2615444.60700456,37030
California,2011,D04b,Male,5 - 14,2,165.06,2587901.25081545,39977
California,2011,D04b,Male,55 - 64,310,10536.91,2044592.49423177,23961
California,2011,D04b,Male,65 - 74,42,1069.44,1113879.33419834,18136
California,2011,D04b,Male,75 - 84,13,195.36,596272.433378603,12315
California,2011,D04b,Male,85 - 999,6,54.72,224258.284716273,4259
California,2011,D04b,Female,0 - 4,1,89.01,1234839.26269303,18987
California,2011,D04b,Female,15 - 24,55,3888.5299999999997,2697946.4318506,38077
California,2011,D04b,Female,25 - 34,86,5321.85,2633787.4743296,37233
California,2011,D04b,Female,35 - 44,177,9267.56,2570986.09739312,44659
California,2011,D04b,Female,45 - 54,338,14283.380000000001,2640947.0837978,37030
California,2011,D04b,Female,5 - 14,3,236.11,2476919.28910436,39977
California,2011,D04b,Female,55 - 64,241,8247.14,2187192.55769191,23961
California,2011,D04b,Female,65 - 74,42,1066.65,1283677.09681608,18136
California,2011,D04b,Female,75 - 84,9,130.39000000000001,794388.024362878,12315
California,2011,D04b,Female,85 - 999,8,66.83,411548.2977392038,4259
California,2011,D04b,Total,0 - 4,1,89.01,2524892.47966788,18987
California,2011,D04b,Total,15 - 24,239,16913.35,5601516.7268878,38077
California,2011,D04b,Total,25 - 34,429,26811.54,5403641.5929676,37233
California,2011,D04b,Total,35 - 44,462,24186.86,5167882.44669574,44659
California,2011,D04b,Total,45 - 54,815,34653.14,5256391.69080236,37030
California,2011,D04b,Total,5 - 14,5,401.17,5064820.53991981,39977
California,2011,D04b,Total,55 - 64,551,18784.05,4231785.05192368,23961
California,2011,D04b,Total,65 - 74,84,2136.09,2397556.43101442,18136
California,2011,D04b,Total,75 - 84,22,325.75,1390660.457741481,12315
California,2011,D04b,Total,85 - 999,14,121.55,635806.5824554767,4259
California,2011,D04c,Male,0 - 4,0,0,1290053.21697485,18987
California,2011,D04c,Male,15 - 24,0,0,2903570.2950372,38077
California,2011,D04c,Male,25 - 34,1,65.09,2769854.118638,37233
California,2011,D04c,Male,35 - 44,1,48.25,2596896.34930262,44659
California,2011,D04c,Male,45 - 54,3,129.05,2615444.60700456,37030
California,2011,D04c,Male,5 - 14,0,0,2587901.25081545,39977
California,2011,D04c,Male,55 - 64,3,96.03,2044592.49423177,23961
California,2011,D04c,Male,65 - 74,4,103.86,1113879.33419834,18136
California,2011,D04c,Male,75 - 84,1,16.89,596272.433378603,12315
California,2011,D04c,Male,85 - 999,0,0,224258.284716273,4259
California,2011,D04c,Female,0 - 4,0,0,1234839.26269303,18987
California,2011,D04c,Female,15 - 24,0,0,2697946.4318506,38077
California,2011,D04c,Female,25 - 34,0,0,2633787.4743296,37233
California,2011,D04c,Female,35 - 44,1,49.24,2570986.09739312,44659
California,2011,D04c,Female,45 - 54,5,212.84,2640947.0837978,37030
California,2011,D04c,Female,5 - 14,0,0,2476919.28910436,39977
California,2011,D04c,Female,55 - 64,2,67.22999999999999,2187192.55769191,23961
California,2011,D04c,Female,65 - 74,2,53.82,1283677.09681608,18136
California,2011,D04c,Female,75 - 84,0,0,794388.024362878,12315
California,2011,D04c,Female,85 - 999,0,0,411548.2977392038,4259
California,2011,D04c,Total,0 - 4,0,0,2524892.47966788,18987
California,2011,D04c,Total,15 - 24,0,0,5601516.7268878,38077
California,2011,D04c,Total,25 - 34,1,65.09,5403641.5929676,37233
California,2011,D04c,Total,35 - 44,2,97.49000000000001,5167882.44669574,44659
California,2011,D04c,Total,45 - 54,8,341.89,5256391.69080236,37030
California,2011,D04c,Total,5 - 14,0,0,5064820.53991981,39977
California,2011,D04c,Total,55 - 64,5,163.26,4231785.05192368,23961
California,2011,D04c,Total,65 - 74,6,157.68,2397556.43101442,18136
California,2011,D04c,Total,75 - 84,1,16.89,1390660.457741481,12315
California,2011,D04c,Total,85 - 999,0,0,635806.5824554767,4259
California,2011,D04d,Male,0 - 4,0,0,1290053.21697485,18987
California,2011,D04d,Male,15 - 24,2,141.13,2903570.2950372,38077
California,2011,D04d,Male,25 - 34,3,181.37,2769854.118638,37233
California,2011,D04d,Male,35 - 44,7,357.52,2596896.34930262,44659
California,2011,D04d,Male,45 - 54,16,665.11,2615444.60700456,37030
California,2011,D04d,Male,5 - 14,0,0,2587901.25081545,39977
California,2011,D04d,Male,55 - 64,2,73.04,2044592.49423177,23961
California,2011,D04d,Male,65 - 74,1,27.86,1113879.33419834,18136
California,2011,D04d,Male,75 - 84,0,0,596272.433378603,12315
California,2011,D04d,Male,85 - 999,0,0,224258.284716273,4259
California,2011,D04d,Female,0 - 4,0,0,1234839.26269303,18987
California,2011,D04d,Female,15 - 24,1,73.05,2697946.4318506,38077
California,2011,D04d,Female,25 - 34,1,59.13,2633787.4743296,37233
California,2011,D04d,Female,35 - 44,3,151.67000000000002,2570986.09739312,44659
California,2011,D04d,Female,45 - 54,3,123.17,2640947.0837978,37030
California,2011,D04d,Female,5 - 14,0,0,2476919.28910436,39977
California,2011,D04d,Female,55 - 64,4,133.54,2187192.55769191,23961
California,2011,D04d,Female,65 - 74,0,0,1283677.09681608,18136
California,2011,D04d,Female,75 - 84,0,0,794388.024362878,12315
California,2011,D04d,Female,85 - 999,0,0,411548.2977392038,4259
California,2011,D04d,Total,0 - 4,0,0,2524892.47966788,18987
California,2011,D04d,Total,15 - 24,3,214.18,5601516.7268878,38077
California,2011,D04d,Total,25 - 34,4,240.5,5403641.5929676,37233
California,2011,D04d,Total,35 - 44,10,509.19,5167882.44669574,44659
California,2011,D04d,Total,45 - 54,19,788.28,5256391.69080236,37030
California,2011,D04d,Total,5 - 14,0,0,5064820.53991981,39977
California,2011,D04d,Total,55 - 64,6,206.58,4231785.05192368,23961
California,2011,D04d,Total,65 - 74,1,27.86,2397556.43101442,18136
California,2011,D04d,Total,75 - 84,0,0,1390660.457741481,12315
California,2011,D04d,Total,85 - 999,0,0,635806.5824554767,4259
California,2011,D05,Male,0 - 4,0,0,1290053.21697485,18987
California,2011,D05,Male,15 - 24,1,77.04,2903570.2950372,38077
California,2011,D05,Male,25 - 34,1,58.14,2769854.118638,37233
California,2011,D05,Male,35 - 44,2,104.4,2596896.34930262,44659
California,2011,D05,Male,45 - 54,21,864.24,2615444.60700456,37030
California,2011,D05,Male,5 - 14,2,156.08,2587901.25081545,39977
California,2011,D05,Male,55 - 64,103,3249.55,2044592.49423177,23961
California,2011,D05,Male,65 - 74,415,9366.7,1113879.33419834,18136
California,2011,D05,Male,75 - 84,2044,28690.66,596272.433378603,12315
California,2011,D05,Male,85 - 999,3909,29773.51,224258.284716273,4259
California,2011,D05,Female,0 - 4,3,271.02,1234839.26269303,18987
California,2011,D05,Female,15 - 24,1,75.04,2697946.4318506,38077
California,2011,D05,Female,25 - 34,0,0,2633787.4743296,37233
California,2011,D05,Female,35 - 44,1,49.24,2570986.09739312,44659
California,2011,D05,Female,45 - 54,10,416.83,2640947.0837978,37030
California,2011,D05,Female,5 - 14,1,82.03,2476919.28910436,39977
California,2011,D05,Female,55 - 64,104,3283.93,2187192.55769191,23961
California,2011,D05,Female,65 - 74,471,10532.73,1283677.09681608,18136
California,2011,D05,Female,75 - 84,2888,39858.36,794388.024362878,12315
California,2011,D05,Female,85 - 999,9832,68838.36,411548.2977392038,4259
California,2011,D05,Total,0 - 4,3,271.02,2524892.47966788,18987
California,2011,D05,Total,15 - 24,2,152.08,5601516.7268878,38077
California,2011,D05,Total,25 - 34,1,58.14,5403641.5929676,37233
California,2011,D05,Total,35 - 44,3,153.64000000000001,5167882.44669574,44659
California,2011,D05,Total,45 - 54,31,1281.07,5256391.69080236,37030
California,2011,D05,Total,5 - 14,3,238.11,5064820.53991981,39977
California,2011,D05,Total,55 - 64,207,6533.48,4231785.05192368,23961
California,2011,D05,Total,65 - 74,886,19899.43,2397556.43101442,18136
California,2011,D05,Total,75 - 84,4932,68549.02,1390660.457741481,12315
California,2011,D05,Total,85 - 999,13741,98611.87,635806.5824554767,4259
California,2011,D06,Male,0 - 4,30,2738.86,1290053.21697485,18987
California,2011,D06,Male,15 - 24,69,4979.96,2903570.2950372,38077
California,2011,D06,Male,25 - 34,67,4246.0199999999995,2769854.118638,37233
California,2011,D06,Male,35 - 44,80,4154.43,2596896.34930262,44659
California,2011,D06,Male,45 - 54,144,6050.71,2615444.60700456,37030
California,2011,D06,Male,5 - 14,28,2299.81,2587901.25081545,39977
California,2011,D06,Male,55 - 64,282,9255.55,2044592.49423177,23961
California,2011,D06,Male,65 - 74,380,8813.95,1113879.33419834,18136
California,2011,D06,Male,75 - 84,836,12162.94,596272.433378603,12315
California,2011,D06,Male,85 - 999,648,5455.13,224258.284716273,4259
California,2011,D06,Female,0 - 4,19,1731.28,1234839.26269303,18987
California,2011,D06,Female,15 - 24,34,2484.83,2697946.4318506,38077
California,2011,D06,Female,25 - 34,35,2191.85,2633787.4743296,37233
California,2011,D06,Female,35 - 44,53,2741.03,2570986.09739312,44659
California,2011,D06,Female,45 - 54,121,5088.13,2640947.0837978,37030
California,2011,D06,Female,5 - 14,11,892.35,2476919.28910436,39977
California,2011,D06,Female,55 - 64,249,8131.43,2187192.55769191,23961
California,2011,D06,Female,65 - 74,308,7252.8099999999995,1283677.09681608,18136
California,2011,D06,Female,75 - 84,591,8562.82,794388.024362878,12315
California,2011,D06,Female,85 - 999,637,5173.73,411548.2977392038,4259
California,2011,D06,Total,0 - 4,49,4470.14,2524892.47966788,18987
California,2011,D06,Total,15 - 24,103,7464.79,5601516.7268878,38077
California,2011,D06,Total,25 - 34,102,6437.87,5403641.5929676,37233
California,2011,D06,Total,35 - 44,133,6895.46,5167882.44669574,44659
California,2011,D06,Total,45 - 54,265,11138.84,5256391.69080236,37030
California,2011,D06,Total,5 - 14,39,3192.16,5064820.53991981,39977
California,2011,D06,Total,55 - 64,531,17386.98,4231785.05192368,23961
California,2011,D06,Total,65 - 74,688,16066.76,2397556.43101442,18136
California,2011,D06,Total,75 - 84,1427,20725.760000000002,1390660.457741481,12315
California,2011,D06,Total,85 - 999,1285,10628.86,635806.5824554767,4259
California,2011,D07,Male,0 - 4,0,0,1290053.21697485,18987
California,2011,D07,Male,15 - 24,5,351.34,2903570.2950372,38077
California,2011,D07,Male,25 - 34,5,296.66,2769854.118638,37233
California,2011,D07,Male,35 - 44,15,747.44,2596896.34930262,44659
California,2011,D07,Male,45 - 54,124,5172.14,2615444.60700456,37030
California,2011,D07,Male,5 - 14,0,0,2587901.25081545,39977
California,2011,D07,Male,55 - 64,587,18971.59,2044592.49423177,23961
California,2011,D07,Male,65 - 74,1294,29906.22,1113879.33419834,18136
California,2011,D07,Male,75 - 84,2105,30855.22,596272.433378603,12315
California,2011,D07,Male,85 - 999,1778,14444.68,224258.284716273,4259
California,2011,D07,Female,0 - 4,1,89.01,1234839.26269303,18987
California,2011,D07,Female,15 - 24,0,0,2697946.4318506,38077
California,2011,D07,Female,25 - 34,3,193.29000000000002,2633787.4743296,37233
California,2011,D07,Female,35 - 44,10,519.05,2570986.09739312,44659
California,2011,D07,Female,45 - 54,172,7135.28,2640947.0837978,37030
California,2011,D07,Female,5 - 14,1,86.02,2476919.28910436,39977
California,2011,D07,Female,55 - 64,540,17389.19,2187192.55769191,23961
California,2011,D07,Female,65 - 74,1192,27422.51,1283677.09681608,18136
California,2011,D07,Female,75 - 84,2317,33529.44,794388.024362878,12315
California,2011,D07,Female,85 - 999,2593,20209.21,411548.2977392038,4259
California,2011,D07,Total,0 - 4,1,89.01,2524892.47966788,18987
California,2011,D07,Total,15 - 24,5,351.34,5601516.7268878,38077
California,2011,D07,Total,25 - 34,8,489.95,5403641.5929676,37233
California,2011,D07,Total,35 - 44,25,1266.49,5167882.44669574,44659
California,2011,D07,Total,45 - 54,296,12307.42,5256391.69080236,37030
California,2011,D07,Total,5 - 14,1,86.02,5064820.53991981,39977
California,2011,D07,Total,55 - 64,1127,36360.78,4231785.05192368,23961
California,2011,D07,Total,65 - 74,2486,57328.729999999996,2397556.43101442,18136
California,2011,D07,Total,75 - 84,4422,64384.66,1390660.457741481,12315
California,2011,D07,Total,85 - 999,4371,34653.89,635806.5824554767,4259
California,2011,D08,Male,0 - 4,14,1276.56,1290053.21697485,18987
California,2011,D08,Male,15 - 24,17,1234.95,2903570.2950372,38077
California,2011,D08,Male,25 - 34,27,1688.98,2769854.118638,37233
California,2011,D08,Male,35 - 44,37,1896.8700000000001,2596896.34930262,44659
California,2011,D08,Male,45 - 54,87,3723.98,2615444.60700456,37030
California,2011,D08,Male,5 - 14,10,842.23,2587901.25081545,39977
California,2011,D08,Male,55 - 64,206,6697.16,2044592.49423177,23961
California,2011,D08,Male,65 - 74,348,8142.03,1113879.33419834,18136
California,2011,D08,Male,75 - 84,660,9531.72,596272.433378603,12315
California,2011,D08,Male,85 - 999,702,5522.94,224258.284716273,4259
California,2011,D08,Female,0 - 4,17,1549.45,1234839.26269303,18987
California,2011,D08,Female,15 - 24,16,1142,2697946.4318506,38077
California,2011,D08,Female,25 - 34,17,1056.91,2633787.4743296,37233
California,2011,D08,Female,35 - 44,29,1491.1,2570986.09739312,44659
California,2011,D08,Female,45 - 54,92,3938.67,2640947.0837978,37030
California,2011,D08,Female,5 - 14,8,656.24,2476919.28910436,39977
California,2011,D08,Female,55 - 64,173,5614.65,2187192.55769191,23961
California,2011,D08,Female,65 - 74,316,7320.17,1283677.09681608,18136
California,2011,D08,Female,75 - 84,583,8345.28,794388.024362878,12315
California,2011,D08,Female,85 - 999,820,6309.37,411548.2977392038,4259
California,2011,D08,Total,0 - 4,31,2826.01,2524892.47966788,18987
California,2011,D08,Total,15 - 24,33,2376.95,5601516.7268878,38077
California,2011,D08,Total,25 - 34,44,2745.89,5403641.5929676,37233
California,2011,D08,Total,35 - 44,66,3387.9700000000003,5167882.44669574,44659
California,2011,D08,Total,45 - 54,179,7662.6500000000005,5256391.69080236,37030
California,2011,D08,Total,5 - 14,18,1498.47,5064820.53991981,39977
California,2011,D08,Total,55 - 64,379,12311.81,4231785.05192368,23961
California,2011,D08,Total,65 - 74,664,15462.199999999999,2397556.43101442,18136
California,2011,D08,Total,75 - 84,1243,17877,1390660.457741481,12315
California,2011,D08,Total,85 - 999,1522,11832.31,635806.5824554767,4259
California,2011,D09,Male,0 - 4,12,1095.44,1290053.21697485,18987
California,2011,D09,Male,15 - 24,22,1550.47,2903570.2950372,38077
California,2011,D09,Male,25 - 34,110,6775.82,2769854.118638,37233
California,2011,D09,Male,35 - 44,352,18205.16,2596896.34930262,44659
California,2011,D09,Male,45 - 54,1154,48850.58,2615444.60700456,37030
California,2011,D09,Male,5 - 14,4,317.15000000000003,2587901.25081545,39977
California,2011,D09,Male,55 - 64,1407,46829.73,2044592.49423177,23961
California,2011,D09,Male,65 - 74,843,20182.5,1113879.33419834,18136
California,2011,D09,Male,75 - 84,789,11704.76,596272.433378603,12315
California,2011,D09,Male,85 - 999,601,4707.13,224258.284716273,4259
California,2011,D09,Female,0 - 4,9,814.76,1234839.26269303,18987
California,2011,D09,Female,15 - 24,13,932.75,2697946.4318506,38077
California,2011,D09,Female,25 - 34,54,3316.36,2633787.4743296,37233
California,2011,D09,Female,35 - 44,157,8066.18,2570986.09739312,44659
California,2011,D09,Female,45 - 54,558,23533.34,2640947.0837978,37030
California,2011,D09,Female,5 - 14,6,503.15,2476919.28910436,39977
California,2011,D09,Female,55 - 64,760,25204.54,2187192.55769191,23961
California,2011,D09,Female,65 - 74,718,16823.12,1283677.09681608,18136
California,2011,D09,Female,75 - 84,918,13440.630000000001,794388.024362878,12315
California,2011,D09,Female,85 - 999,1200,9140.09,411548.2977392038,4259
California,2011,D09,Total,0 - 4,21,1910.2,2524892.47966788,18987
California,2011,D09,Total,15 - 24,35,2483.22,5601516.7268878,38077
California,2011,D09,Total,25 - 34,164,10092.18,5403641.5929676,37233
California,2011,D09,Total,35 - 44,509,26271.34,5167882.44669574,44659
California,2011,D09,Total,45 - 54,1712,72383.92,5256391.69080236,37030
California,2011,D09,Total,5 - 14,10,820.3,5064820.53991981,39977
California,2011,D09,Total,55 - 64,2167,72034.27,4231785.05192368,23961
California,2011,D09,Total,65 - 74,1561,37005.62,2397556.43101442,18136
California,2011,D09,Total,75 - 84,1707,25145.39,1390660.457741481,12315
California,2011,D09,Total,85 - 999,1801,13847.22,635806.5824554767,4259
California,2011,D10,Male,0 - 4,1,91.94,1290053.21697485,18987
California,2011,D10,Male,15 - 24,3,216.17,2903570.2950372,38077
California,2011,D10,Male,25 - 34,14,871.5699999999999,2769854.118638,37233
California,2011,D10,Male,35 - 44,48,2486.91,2596896.34930262,44659
California,2011,D10,Male,45 - 54,179,7494.4,2615444.60700456,37030
California,2011,D10,Male,5 - 14,0,0,2587901.25081545,39977
California,2011,D10,Male,55 - 64,346,11323.45,2044592.49423177,23961
California,2011,D10,Male,65 - 74,538,12607.5,1113879.33419834,18136
California,2011,D10,Male,75 - 84,685,10180.35,596272.433378603,12315
California,2011,D10,Male,85 - 999,689,5523.65,224258.284716273,4259
California,2011,D10,Female,0 - 4,5,458.76,1234839.26269303,18987
California,2011,D10,Female,15 - 24,5,350.34000000000003,2697946.4318506,38077
California,2011,D10,Female,25 - 34,11,662.38,2633787.4743296,37233
California,2011,D10,Female,35 - 44,44,2264.33,2570986.09739312,44659
California,2011,D10,Female,45 - 54,122,5056.11,2640947.0837978,37030
California,2011,D10,Female,5 - 14,0,0,2476919.28910436,39977
California,2011,D10,Female,55 - 64,276,9057.68,2187192.55769191,23961
California,2011,D10,Female,65 - 74,439,10274.46,1283677.09681608,18136
California,2011,D10,Female,75 - 84,700,10210.300000000001,794388.024362878,12315
California,2011,D10,Female,85 - 999,741,5788.13,411548.2977392038,4259
California,2011,D10,Total,0 - 4,6,550.7,2524892.47966788,18987
California,2011,D10,Total,15 - 24,8,566.51,5601516.7268878,38077
California,2011,D10,Total,25 - 34,25,1533.95,5403641.5929676,37233
California,2011,D10,Total,35 - 44,92,4751.24,5167882.44669574,44659
California,2011,D10,Total,45 - 54,301,12550.51,5256391.69080236,37030
California,2011,D10,Total,5 - 14,0,0,5064820.53991981,39977
California,2011,D10,Total,55 - 64,622,20381.13,4231785.05192368,23961
California,2011,D10,Total,65 - 74,977,22881.96,2397556.43101442,18136
California,2011,D10,Total,75 - 84,1385,20390.65,1390660.457741481,12315
California,2011,D10,Total,85 - 999,1430,11311.78,635806.5824554767,4259
California,2011,D11,Male,0 - 4,353,32391.12,1290053.21697485,18987
California,2011,D11,Male,15 - 24,20,1453.1,2903570.2950372,38077
California,2011,D11,Male,25 - 34,34,2119.8,2769854.118638,37233
California,2011,D11,Male,35 - 44,26,1373.08,2596896.34930262,44659
California,2011,D11,Male,45 - 54,25,1104.14,2615444.60700456,37030
California,2011,D11,Male,5 - 14,26,2155.66,2587901.25081545,39977
California,2011,D11,Male,55 - 64,51,1684.93,2044592.49423177,23961
California,2011,D11,Male,65 - 74,20,474.7,1113879.33419834,18136
California,2011,D11,Male,75 - 84,15,222.79,596272.433378603,12315
California,2011,D11,Male,85 - 999,16,114.96,224258.284716273,4259
California,2011,D11,Female,0 - 4,319,29291.309999999998,1234839.26269303,18987
California,2011,D11,Female,15 - 24,21,1536.1200000000001,2697946.4318506,38077
California,2011,D11,Female,25 - 34,20,1258.15,2633787.4743296,37233
California,2011,D11,Female,35 - 44,26,1370.09,2570986.09739312,44659
California,2011,D11,Female,45 - 54,36,1544.67,2640947.0837978,37030
California,2011,D11,Female,5 - 14,23,1912.58,2476919.28910436,39977
California,2011,D11,Female,55 - 64,28,931.82,2187192.55769191,23961
California,2011,D11,Female,65 - 74,29,687.9,1283677.09681608,18136
California,2011,D11,Female,75 - 84,24,347.6,794388.024362878,12315
California,2011,D11,Female,85 - 999,22,164.46,411548.2977392038,4259
California,2011,D11,Total,0 - 4,673,61774.369999999995,2524892.47966788,18987
California,2011,D11,Total,15 - 24,41,2989.2200000000003,5601516.7268878,38077
California,2011,D11,Total,25 - 34,54,3377.95,5403641.5929676,37233
California,2011,D11,Total,35 - 44,52,2743.17,5167882.44669574,44659
California,2011,D11,Total,45 - 54,61,2648.81,5256391.69080236,37030
California,2011,D11,Total,5 - 14,49,4068.24,5064820.53991981,39977
California,2011,D11,Total,55 - 64,79,2616.75,4231785.05192368,23961
California,2011,D11,Total,65 - 74,49,1162.6,2397556.43101442,18136
California,2011,D11,Total,75 - 84,39,570.39,1390660.457741481,12315
California,2011,D11,Total,85 - 999,38,279.42,635806.5824554767,4259
California,2011,D12,Male,0 - 4,88,8089.78,1290053.21697485,18987
California,2011,D12,Male,15 - 24,0,0,2903570.2950372,38077
